state,city,water_system,zip_code,zip_codes,pfas_type,concentration_ppt,epa_limit_ppt,exceeds_limit,population_served,system_size,pwsid
CO,LITTLE THOMPSON WD,LITTLE THOMPSON WD,80503,80503|80504|80513|80534|80537|80538|80542|80543|80550|80651,PFOA,4.8,4.0,True,10000,L,CO0135477
CO,LOCHBUIE TOWN OF,LOCHBUIE TOWN OF,80603,80603,PFBS,6.3,2000.0,False,3300,S,CO0162486
CO,LOCHBUIE TOWN OF,LOCHBUIE TOWN OF,80603,80603,PFHxS,3.0,10.0,False,3300,S,CO0162486
CO,MORRISON TOWN OF,MORRISON TOWN OF,80465,80465,PFBS,3.0,2000.0,False,3300,S,CO0130085
CO,MOUNTAIN VILLAGE TOWN OF,MOUNTAIN VILLAGE TOWN OF,81435,81435,PFHxS,8.1,10.0,False,3300,S,CO0157400
CO,MOUNTAIN VILLAGE TOWN OF,MOUNTAIN VILLAGE TOWN OF,81435,81435,PFOS,7.5,4.0,True,3300,S,CO0157400
CO,NORTHERN DOUGLAS COUNTY WSD,NORTHERN DOUGLAS COUNTY WSD,80124,80124|80125|80126|80129|80130,PFBS,5.3,2000.0,False,3300,S,CO0118016
CO,PARKER WSD,PARKER WSD,80108,80108|80112|80124|80134|80138,PFBS,4.6,2000.0,False,10000,L,CO0118040
CO,PARKER WSD,PARKER WSD,80108,80108|80112|80124|80134|80138,PFOA,4.8,4.0,True,10000,L,CO0118040
CO,PINERY WWD,PINERY WWD,80134,80134,PFBS,5.3,2000.0,False,10000,L,CO0118025
CO,ROCKY FORD CITY OF,ROCKY FORD CITY OF,81067,81067,PFBS,8.5,2000.0,False,3300,S,CO0145600
CO,ROCKY FORD CITY OF,ROCKY FORD CITY OF,81067,81067,PFHxS,6.0,10.0,False,3300,S,CO0145600
CO,ROCKY FORD CITY OF,ROCKY FORD CITY OF,81067,81067,PFOS,4.1,4.0,True,3300,S,CO0145600
CO,SILVERTHORNE TOWN OF,SILVERTHORNE TOWN OF,80497,80497|80498,PFBS,5.9,2000.0,False,3300,S,CO0159095
CO,SILVERTHORNE TOWN OF,SILVERTHORNE TOWN OF,80497,80497|80498,PFHxS,3.7,10.0,False,3300,S,CO0159095
CO,SNAKE RIVER WD,SNAKE RIVER WD,80435,80435,PFBS,6.6,2000.0,False,3300,S,CO0159105
CO,SNAKE RIVER WD,SNAKE RIVER WD,80435,80435,PFHxS,13.0,10.0,True,3300,S,CO0159105
CO,SNAKE RIVER WD,SNAKE RIVER WD,80435,80435,PFOA,5.8,4.0,True,3300,S,CO0159105
CO,SNAKE RIVER WD,SNAKE RIVER WD,80435,80435,PFOS,22.0,4.0,True,3300,S,CO0159105
CO,STONEGATE MD,STONEGATE MD,80314,80314,PFBS,3.9,2000.0,False,10000,L,CO0118076
CO,STONEGATE MD,STONEGATE MD,80314,80314,PFOA,5.6,4.0,True,10000,L,CO0118076
CO,STONEGATE MD,STONEGATE MD,80314,80314,PFOS,5.1,4.0,True,10000,L,CO0118076
CO,THORNTON CITY OF,THORNTON CITY OF,80023,80023|80221|80229|80233|80241|80260|80602,PFBS,8.1,2000.0,False,10000,L,CO0101150
CO,THORNTON CITY OF,THORNTON CITY OF,80023,80023|80221|80229|80233|80241|80260|80602,PFHxS,5.9,10.0,False,10000,L,CO0101150
CO,THORNTON CITY OF,THORNTON CITY OF,80023,80023|80221|80229|80233|80241|80260|80602,PFOA,7.1,4.0,True,10000,L,CO0101150
CO,THORNTON CITY OF,THORNTON CITY OF,80023,80023|80221|80229|80233|80241|80260|80602,PFOS,5.0,4.0,True,10000,L,CO0101150
CO,TODD CREEK VILLAGE MD,TODD CREEK VILLAGE MD,80602,80602|80603,PFBS,38.0,2000.0,False,3300,S,CO0101157
CO,TODD CREEK VILLAGE MD,TODD CREEK VILLAGE MD,80602,80602|80603,PFHxS,5.7,10.0,False,3300,S,CO0101157
CO,TODD CREEK VILLAGE MD,TODD CREEK VILLAGE MD,80602,80602|80603,PFOS,6.8,4.0,True,3300,S,CO0101157
CO,WIDEFIELD WSD,WIDEFIELD WSD,80817,80817|80911|80925,PFBS,16.7,2000.0,False,10000,L,CO0121900
CO,WIDEFIELD WSD,WIDEFIELD WSD,80817,80817|80911|80925,PFHxS,28.4,10.0,True,10000,L,CO0121900
CO,WIDEFIELD WSD,WIDEFIELD WSD,80817,80817|80911|80925,PFOA,10.5,4.0,True,10000,L,CO0121900
CO,WIDEFIELD WSD,WIDEFIELD WSD,80817,80817|80911|80925,PFOS,15.8,4.0,True,10000,L,CO0121900
CO,WOODMOOR WSD,WOODMOOR WSD,80132,80132,PFBS,3.3,2000.0,False,10000,L,CO0121950
CT,AQUARION WATER CO OF CT-GREENWICH SYSTEM,AQUARION WATER CO OF CT-GREENWICH SYSTEM,06807,06807|06830|06831|06870|06878,PFOA,5.6,4.0,True,10000,L,CT0570011
CT,AQUARION WATER CO OF CT-GREENWICH SYSTEM,AQUARION WATER CO OF CT-GREENWICH SYSTEM,06807,06807|06830|06831|06870|06878,PFOS,4.1,4.0,True,10000,L,CT0570011
CT,AQUARION WATER CO OF CT-MAIN SYSTEM,AQUARION WATER CO OF CT-MAIN SYSTEM,06468,06468|06484|06604|06605|06606|06607|06608|06610|06611|06612|06614|06615|06824|06825|06880|06883|06890|06897,PFBS,4.1,2000.0,False,10000,L,CT0150011
CT,AQUARION WATER CO OF CT-MAIN SYSTEM,AQUARION WATER CO OF CT-MAIN SYSTEM,06468,06468|06484|06604|06605|06606|06607|06608|06610|06611|06612|06614|06615|06824|06825|06880|06883|06890|06897,PFOA,10.9,4.0,True,10000,L,CT0150011
CT,AQUARION WATER CO OF CT-MAIN SYSTEM,AQUARION WATER CO OF CT-MAIN SYSTEM,06468,06468|06484|06604|06605|06606|06607|06608|06610|06611|06612|06614|06615|06824|06825|06880|06883|06890|06897,PFOS,6.6,4.0,True,10000,L,CT0150011
CT,AQUARION WATER CO OF CT-MYSTIC,AQUARION WATER CO OF CT-MYSTIC,06355,06355|06378,PFBS,4.0,2000.0,False,10000,L,CT1370011
CT,AQUARION WATER CO OF CT-NEW CANAAN SYS,AQUARION WATER CO OF CT-NEW CANAAN SYS,06840,06840,PFOA,5.6,4.0,True,10000,L,CT0900011
CT,AQUARION WATER CO OF CT-NEW MILFORD,AQUARION WATER CO OF CT-NEW MILFORD,06755,06755|06776|06794|06804,PFBS,5.5,2000.0,False,10000,L,CT0960011
CT,AQUARION WATER CO OF CT-NEW MILFORD,AQUARION WATER CO OF CT-NEW MILFORD,06755,06755|06776|06794|06804,PFOA,5.3,4.0,True,10000,L,CT0960011
CT,AQUARION WATER CO OF CT-NEW MILFORD,AQUARION WATER CO OF CT-NEW MILFORD,06755,06755|06776|06794|06804,PFOS,5.3,4.0,True,10000,L,CT0960011
CT,AQUARION WATER CO OF CT-NEWTOWN SYSTEM,AQUARION WATER CO OF CT-NEWTOWN SYSTEM,06470,06470|06482,PFBS,7.3,2000.0,False,3300,S,CT0970011
CT,AQUARION WATER CO OF CT-NEWTOWN SYSTEM,AQUARION WATER CO OF CT-NEWTOWN SYSTEM,06470,06470|06482,PFHxS,4.9,10.0,False,3300,S,CT0970011
CT,AQUARION WATER CO OF CT-NEWTOWN SYSTEM,AQUARION WATER CO OF CT-NEWTOWN SYSTEM,06470,06470|06482,PFOA,15.9,4.0,True,3300,S,CT0970011
CT,AQUARION WATER CO OF CT-NEWTOWN SYSTEM,AQUARION WATER CO OF CT-NEWTOWN SYSTEM,06470,06470|06482,PFOS,12.7,4.0,True,3300,S,CT0970011
CT,AQUARION WATER CO OF CT-NOROTON SYSTEM,AQUARION WATER CO OF CT-NOROTON SYSTEM,06820,06820,PFOA,5.8,4.0,True,10000,L,CT0350011
CT,AQUARION WATER CO OF CT-RIDGEFIELD SYS,AQUARION WATER CO OF CT-RIDGEFIELD SYS,06877,06877,PFBS,3.3,2000.0,False,3300,S,CT1180011
CT,AQUARION WATER CO OF CT-RIDGEFIELD SYS,AQUARION WATER CO OF CT-RIDGEFIELD SYS,06877,06877,PFOA,10.6,4.0,True,3300,S,CT1180011
CT,AQUARION WATER CO OF CT-RIDGEFIELD SYS,AQUARION WATER CO OF CT-RIDGEFIELD SYS,06877,06877,PFOS,6.1,4.0,True,3300,S,CT1180011
CT,AQUARION WATER CO OF CT-SIMSBURY SYSTEM,AQUARION WATER CO OF CT-SIMSBURY SYSTEM,06026,06026|06035|06070|06089|06092,PFHxS,3.7,10.0,False,10000,L,CT1280021
CT,AQUARION WATER CO OF CT-SIMSBURY SYSTEM,AQUARION WATER CO OF CT-SIMSBURY SYSTEM,06026,06026|06035|06070|06089|06092,PFOA,4.4,4.0,True,10000,L,CT1280021
CT,AQUARION WATER CO OF CT-SIMSBURY SYSTEM,AQUARION WATER CO OF CT-SIMSBURY SYSTEM,06026,06026|06035|06070|06089|06092,PFOS,4.3,4.0,True,10000,L,CT1280021
CT,AQUARION WATER CO OF CT-STAMFORD,AQUARION WATER CO OF CT-STAMFORD,06831,06831|06901|06903|06905|06906|06907,PFOA,4.3,4.0,True,10000,L,CT1350011
CT,AQUARION WATER CO OF CT-TLWC WOODRICH,AQUARION WATER CO OF CT-TLWC WOODRICH,06716,06716,PFBS,4.5,2000.0,False,3300,S,CT1666011
CT,AQUARION WATER CO OF CT-TLWC WOODRICH,AQUARION WATER CO OF CT-TLWC WOODRICH,06716,06716,PFOA,6.3,4.0,True,3300,S,CT1666011
CT,AQUARION WATER CO OF CT-TLWC WOODRICH,AQUARION WATER CO OF CT-TLWC WOODRICH,06716,06716,PFOS,6.2,4.0,True,3300,S,CT1666011
CT,AQUARION WATER CO OF CT-VALLEY SYSTEM,AQUARION WATER CO OF CT-VALLEY SYSTEM,06403,06403|06478|06483,PFBS,4.6,2000.0,False,10000,L,CT1240011
CT,AQUARION WATER CO OF CT-VALLEY SYSTEM,AQUARION WATER CO OF CT-VALLEY SYSTEM,06403,06403|06478|06483,PFOA,8.1,4.0,True,10000,L,CT1240011
CT,AQUARION WATER CO OF CT-VALLEY SYSTEM,AQUARION WATER CO OF CT-VALLEY SYSTEM,06403,06403|06478|06483,PFOS,6.9,4.0,True,10000,L,CT1240011
CT,Avon Water Co.,Avon Water Co.,06001,06001|06032|06070|06089,PFBS,3.0,2000.0,False,10000,L,CT0040011
CT,Avon Water Co.,Avon Water Co.,06001,06001|06032|06070|06089,PFOA,7.0,4.0,True,10000,L,CT0040011
CT,Avon Water Co.,Avon Water Co.,06001,06001|06032|06070|06089,PFOS,8.0,4.0,True,10000,L,CT0040011
CT,BERLIN WATER CONTROL COMMISSION,BERLIN WATER CONTROL COMMISSION,06037,06037,PFHxS,3.8,10.0,False,3300,S,CT0070021
CT,BETHEL WATER DEPT,BETHEL WATER DEPT,06801,06801,PFBS,3.9,2000.0,False,3300,S,CT0090011
CT,BETHEL WATER DEPT,BETHEL WATER DEPT,06801,06801,PFOA,5.9,4.0,True,3300,S,CT0090011
CT,BRISTOL WATER DEPARTMENT,BRISTOL WATER DEPARTMENT,06010,06010,PFOA,4.1,4.0,True,10000,L,CT0170011
CT,COLCHESTER SEWER & WATER COMMISSION,COLCHESTER SEWER & WATER COMMISSION,06415,06415,PFHxS,3.6,10.0,False,3300,S,CT0280011
CT,COLCHESTER SEWER & WATER COMMISSION,COLCHESTER SEWER & WATER COMMISSION,06415,06415,PFOS,9.0,4.0,True,3300,S,CT0280011
CT,CROMWELL FIRE DISTRICT WATER DEPARTMENT,CROMWELL FIRE DISTRICT WATER DEPARTMENT,06416,06416,PFHxS,8.7,10.0,False,10000,L,CT0330011
CT,CROMWELL FIRE DISTRICT WATER DEPARTMENT,CROMWELL FIRE DISTRICT WATER DEPARTMENT,06416,06416,PFOS,4.6,4.0,True,10000,L,CT0330011
CT,CTWC - CRYSTAL SYSTEM,CTWC - CRYSTAL SYSTEM,06234,06234|06239|06241|06263,PFBS,3.3,2000.0,False,3300,S,CT0690011
CT,CTWC - CRYSTAL SYSTEM,CTWC - CRYSTAL SYSTEM,06234,06234|06239|06241|06263,PFHxS,4.0,10.0,False,3300,S,CT0690011
CT,CTWC - CRYSTAL SYSTEM,CTWC - CRYSTAL SYSTEM,06234,06234|06239|06241|06263,PFOA,9.9,4.0,True,3300,S,CT0690011
CT,CTWC - CRYSTAL SYSTEM,CTWC - CRYSTAL SYSTEM,06234,06234|06239|06241|06263,PFOS,6.8,4.0,True,3300,S,CT0690011
CT,CTWC - NAUGATUCK REG-COLLINSVILLE SYS,CTWC - NAUGATUCK REG-COLLINSVILLE SYS,06001,06001|06013|06019,PFOA,4.9,4.0,True,3300,S,CT0230011
CT,CTWC - NAUGATUCK REG-COLLINSVILLE SYS,CTWC - NAUGATUCK REG-COLLINSVILLE SYS,06001,06001|06013|06019,PFOS,5.6,4.0,True,3300,S,CT0230011
CT,CTWC - NORTHERN REG-WESTERN SYSTEM,CTWC - NORTHERN REG-WESTERN SYSTEM,06016,06016|06029|06042|06066|06071|06074|06078|06082|06084|06088|06093|06096|06268|06269,PFBS,3.0,2000.0,False,10000,L,CT0473011
CT,CTWC - NORTHERN REG-WESTERN SYSTEM,CTWC - NORTHERN REG-WESTERN SYSTEM,06016,06016|06029|06042|06066|06071|06074|06078|06082|06084|06088|06093|06096|06268|06269,PFHxS,3.0,10.0,False,10000,L,CT0473011
CT,CTWC - NORTHERN REG-WESTERN SYSTEM,CTWC - NORTHERN REG-WESTERN SYSTEM,06016,06016|06029|06042|06066|06071|06074|06078|06082|06084|06088|06093|06096|06268|06269,PFOA,8.0,4.0,True,10000,L,CT0473011
CT,CTWC - NORTHERN REG-WESTERN SYSTEM,CTWC - NORTHERN REG-WESTERN SYSTEM,06016,06016|06029|06042|06066|06071|06074|06078|06082|06084|06088|06093|06096|06268|06269,PFOS,6.0,4.0,True,10000,L,CT0473011
CT,CTWC - SHORELINE REGION-GUILFORD SYSTEM,CTWC - SHORELINE REGION-GUILFORD SYSTEM,06413,06413|06437|06443|06475|06498,PFBS,5.0,2000.0,False,10000,L,CT0608011
CT,CTWC - SHORELINE REGION-GUILFORD SYSTEM,CTWC - SHORELINE REGION-GUILFORD SYSTEM,06413,06413|06437|06443|06475|06498,PFHxS,4.0,10.0,False,10000,L,CT0608011
CT,CTWC - SHORELINE REGION-GUILFORD SYSTEM,CTWC - SHORELINE REGION-GUILFORD SYSTEM,06413,06413|06437|06443|06475|06498,PFOA,6.0,4.0,True,10000,L,CT0608011
CT,CTWC - SHORELINE REGION-GUILFORD SYSTEM,CTWC - SHORELINE REGION-GUILFORD SYSTEM,06413,06413|06437|06443|06475|06498,PFOS,12.0,4.0,True,10000,L,CT0608011
CT,CTWC - UNIONVILLE SYSTEM,CTWC - UNIONVILLE SYSTEM,06001,06001|06010|06032|06053|06062|06085,PFHxS,3.0,10.0,False,10000,L,CT0520011
CT,CTWC - UNIONVILLE SYSTEM,CTWC - UNIONVILLE SYSTEM,06001,06001|06010|06032|06053|06062|06085,PFOA,6.0,4.0,True,10000,L,CT0520011
CT,CTWC - UNIONVILLE SYSTEM,CTWC - UNIONVILLE SYSTEM,06001,06001|06010|06032|06053|06062|06085,PFOS,6.0,4.0,True,10000,L,CT0520011
CT,Chukchansi Gold Resort,Chukchansi Gold Resort,93614,93614,PFBS,11.9,2000.0,False,3300,S,090605163
CT,Chukchansi Gold Resort,Chukchansi Gold Resort,93614,93614,PFOA,4.8,4.0,True,3300,S,090605163
CT,DANBURY WATER DEPARTMENT,DANBURY WATER DEPARTMENT,06810,06810|06811,PFBS,4.3,2000.0,False,10000,L,CT0340011
CT,DANBURY WATER DEPARTMENT,DANBURY WATER DEPARTMENT,06810,06810|06811,PFOA,5.4,4.0,True,10000,L,CT0340011
CT,EAST LYME WATER & SEWER COMMISSION,EAST LYME WATER & SEWER COMMISSION,06333,06333|06357,PFBS,4.8,2000.0,False,10000,L,CT0450011
CT,EAST LYME WATER & SEWER COMMISSION,EAST LYME WATER & SEWER COMMISSION,06333,06333|06357,PFOA,9.2,4.0,True,10000,L,CT0450011
CT,EAST LYME WATER & SEWER COMMISSION,EAST LYME WATER & SEWER COMMISSION,06333,06333|06357,PFOS,7.2,4.0,True,10000,L,CT0450011
CT,HAZARDVILLE WATER COMPANY,HAZARDVILLE WATER COMPANY,06016,06016|06071|06082,PFBS,4.8,2000.0,False,10000,L,CT0490021
CT,HAZARDVILLE WATER COMPANY,HAZARDVILLE WATER COMPANY,06016,06016|06071|06082,PFHxS,8.1,10.0,False,10000,L,CT0490021
CT,HAZARDVILLE WATER COMPANY,HAZARDVILLE WATER COMPANY,06016,06016|06071|06082,PFOA,8.6,4.0,True,10000,L,CT0490021
CT,HAZARDVILLE WATER COMPANY,HAZARDVILLE WATER COMPANY,06016,06016|06071|06082,PFOS,5.4,4.0,True,10000,L,CT0490021
CT,HERITAGE WATER COMPANY,HERITAGE WATER COMPANY,06478,06478|06488|06762,PFBS,3.2,2000.0,False,3300,S,CT1300021
CT,HERITAGE WATER COMPANY,HERITAGE WATER COMPANY,06478,06478|06488|06762,PFOA,4.1,4.0,True,3300,S,CT1300021
CT,MANCHESTER WATER DEPARTMENT,MANCHESTER WATER DEPARTMENT,06033,06033|06040|06042|06066|06074,PFBS,15.0,2000.0,False,10000,L,CT0770021
CT,MANCHESTER WATER DEPARTMENT,MANCHESTER WATER DEPARTMENT,06033,06033|06040|06042|06066|06074,PFHxS,3.8,10.0,False,10000,L,CT0770021
CT,MANCHESTER WATER DEPARTMENT,MANCHESTER WATER DEPARTMENT,06033,06033|06040|06042|06066|06074,PFOA,13.0,4.0,True,10000,L,CT0770021
CT,MANCHESTER WATER DEPARTMENT,MANCHESTER WATER DEPARTMENT,06033,06033|06040|06042|06066|06074,PFOS,16.0,4.0,True,10000,L,CT0770021
CT,MERIDEN WATER DIVISION,MERIDEN WATER DIVISION,06037,06037|06410|06450|06451|06455|06457|06489|06492,PFBS,3.7,2000.0,False,10000,L,CT0800011
CT,MERIDEN WATER DIVISION,MERIDEN WATER DIVISION,06037,06037|06410|06450|06451|06455|06457|06489|06492,PFHxS,4.0,10.0,False,10000,L,CT0800011
CT,MERIDEN WATER DIVISION,MERIDEN WATER DIVISION,06037,06037|06410|06450|06451|06455|06457|06489|06492,PFOA,6.1,4.0,True,10000,L,CT0800011
CT,MERIDEN WATER DIVISION,MERIDEN WATER DIVISION,06037,06037|06410|06450|06451|06455|06457|06489|06492,PFOS,9.5,4.0,True,10000,L,CT0800011
CT,NORWALK FIRST TAXING DISTRICT,NORWALK FIRST TAXING DISTRICT,06840,06840|06850|06851|06855|06880|06897,PFBS,6.4,2000.0,False,10000,L,CT1030011
CT,NORWALK FIRST TAXING DISTRICT,NORWALK FIRST TAXING DISTRICT,06840,06840|06850|06851|06855|06880|06897,PFHxS,4.2,10.0,False,10000,L,CT1030011
CT,NORWALK FIRST TAXING DISTRICT,NORWALK FIRST TAXING DISTRICT,06840,06840|06850|06851|06855|06880|06897,PFOA,9.5,4.0,True,10000,L,CT1030011
CT,NORWALK FIRST TAXING DISTRICT,NORWALK FIRST TAXING DISTRICT,06840,06840|06850|06851|06855|06880|06897,PFOS,11.2,4.0,True,10000,L,CT1030011
CT,NORWICH PUBLIC UTILITIES,NORWICH PUBLIC UTILITIES,06249,06249|06254|06334|06351|06353|06360|06365|06380|06382|06389,PFBS,6.0,2000.0,False,10000,L,CT1040011
CT,NORWICH PUBLIC UTILITIES,NORWICH PUBLIC UTILITIES,06249,06249|06254|06334|06351|06353|06360|06365|06380|06382|06389,PFHxS,12.5,10.0,True,10000,L,CT1040011
CT,NORWICH PUBLIC UTILITIES,NORWICH PUBLIC UTILITIES,06249,06249|06254|06334|06351|06353|06360|06365|06380|06382|06389,PFOA,6.7,4.0,True,10000,L,CT1040011
CT,NORWICH PUBLIC UTILITIES,NORWICH PUBLIC UTILITIES,06249,06249|06254|06334|06351|06353|06360|06365|06380|06382|06389,PFOS,16.2,4.0,True,10000,L,CT1040011
CT,PUTNAM WATER POLLUTION CONTROL AUTHORITY,PUTNAM WATER POLLUTION CONTROL AUTHORITY,06260,06260|06277|06281,PFBS,3.2,2000.0,False,3300,S,CT1160011
CT,PUTNAM WATER POLLUTION CONTROL AUTHORITY,PUTNAM WATER POLLUTION CONTROL AUTHORITY,06260,06260|06277|06281,PFHxS,4.0,10.0,False,3300,S,CT1160011
CT,PUTNAM WATER POLLUTION CONTROL AUTHORITY,PUTNAM WATER POLLUTION CONTROL AUTHORITY,06260,06260|06277|06281,PFOA,8.5,4.0,True,3300,S,CT1160011
CT,PUTNAM WATER POLLUTION CONTROL AUTHORITY,PUTNAM WATER POLLUTION CONTROL AUTHORITY,06260,06260|06277|06281,PFOS,7.5,4.0,True,3300,S,CT1160011
CT,Pala North,Pala North,92059,92059,PFBS,12.0,2000.0,False,10000,L,090605153
CT,Pala North,Pala North,92059,92059,PFOA,6.1,4.0,True,10000,L,090605153
CT,Pechanga,Pechanga,92593,92593,PFBS,3.0,2000.0,False,10000,L,090605013
CT,REGIONAL WATER AUTHORITY,REGIONAL WATER AUTHORITY,06401,06401|06405|06408|06411|06418|06460|06461|06467|06471|06472|06473|06477|06483|06501|06502|06503|06504|06505|06506|06507|06508|06509|06510|06511|06512|06513|06514|06515|06516|06517|06518|06519|06520|06521|06524|06525|06530|06531|06532|06533|06534|06535|06536|06537|06538|06540|06716,PFBS,3.5,2000.0,False,10000,L,CT0930011
CT,REGIONAL WATER AUTHORITY,REGIONAL WATER AUTHORITY,06401,06401|06405|06408|06411|06418|06460|06461|06467|06471|06472|06473|06477|06483|06501|06502|06503|06504|06505|06506|06507|06508|06509|06510|06511|06512|06513|06514|06515|06516|06517|06518|06519|06520|06521|06524|06525|06530|06531|06532|06533|06534|06535|06536|06537|06538|06540|06716,PFOA,7.1,4.0,True,10000,L,CT0930011
CT,REGIONAL WATER AUTHORITY,REGIONAL WATER AUTHORITY,06401,06401|06405|06408|06411|06418|06460|06461|06467|06471|06472|06473|06477|06483|06501|06502|06503|06504|06505|06506|06507|06508|06509|06510|06511|06512|06513|06514|06515|06516|06517|06518|06519|06520|06521|06524|06525|06530|06531|06532|06533|06534|06535|06536|06537|06538|06540|06716,PFOS,10.7,4.0,True,10000,L,CT0930011
CT,Rincon Northern,Rincon Northern,92082,92082,PFBS,3.4,2000.0,False,3300,S,090600147
CT,Rincon Northern,Rincon Northern,92082,92082,PFOA,5.6,4.0,True,3300,S,090600147
CT,Rincon Northern,Rincon Northern,92082,92082,PFOS,8.9,4.0,True,3300,S,090600147
CT,SCUA Upper Seven Mile,SCUA Upper Seven Mile,85530,85530|85542|85550,PFBS,53.8,2000.0,False,3300,S,090400114
CT,SOUTHINGTON WATER DEPARTMENT,SOUTHINGTON WATER DEPARTMENT,06444,06444|06467|06479|06489,PFBS,4.0,2000.0,False,10000,L,CT1310011
CT,SOUTHINGTON WATER DEPARTMENT,SOUTHINGTON WATER DEPARTMENT,06444,06444|06467|06479|06489,PFOA,8.0,4.0,True,10000,L,CT1310011
CT,SOUTHINGTON WATER DEPARTMENT,SOUTHINGTON WATER DEPARTMENT,06444,06444|06467|06479|06489,PFOS,6.0,4.0,True,10000,L,CT1310011
CT,UNIVERSITY OF CONNECTICUT - MAIN CAMPUS,UNIVERSITY OF CONNECTICUT - MAIN CAMPUS,06269,06269,PFOS,5.0,4.0,True,10000,L,CT0780021
CT,"VALLEY WATER SYSTEMS, INC.","VALLEY WATER SYSTEMS, INC.",06062,06062,PFOA,5.2,4.0,True,10000,L,CT1100011
CT,"VALLEY WATER SYSTEMS, INC.","VALLEY WATER SYSTEMS, INC.",06062,06062,PFOS,6.8,4.0,True,10000,L,CT1100011
CT,Viejas Community System,Viejas Community System,91901,91901,PFBS,24.3,2000.0,False,3300,S,090600158
CT,WALLINGFORD WATER DEPARTMENT,WALLINGFORD WATER DEPARTMENT,06410,06410|06473|06492,PFBS,4.0,2000.0,False,10000,L,CT1480011
CT,WALLINGFORD WATER DEPARTMENT,WALLINGFORD WATER DEPARTMENT,06410,06410|06473|06492,PFHxS,10.7,10.0,True,10000,L,CT1480011
CT,WALLINGFORD WATER DEPARTMENT,WALLINGFORD WATER DEPARTMENT,06410,06410|06473|06492,PFOS,13.9,4.0,True,10000,L,CT1480011
DE,ARTESIAN NORTHERN SUSSEX REGIONAL,ARTESIAN NORTHERN SUSSEX REGIONAL,19947,19947|19951|19966|19968,PFBS,4.3,2000.0,False,3300,S,DE0020003
DE,ARTESIAN NORTHERN SUSSEX REGIONAL,ARTESIAN NORTHERN SUSSEX REGIONAL,19947,19947|19951|19966|19968,PFOA,5.7,4.0,True,3300,S,DE0020003
DE,ARTESIAN WATER COMPANY,ARTESIAN WATER COMPANY,19701,19701|19702|19707|19711|19713|19720|19804|19805,PFBS,8.7,2000.0,False,10000,L,DE0000552
DE,ARTESIAN WATER COMPANY,ARTESIAN WATER COMPANY,19701,19701|19702|19707|19711|19713|19720|19804|19805,PFHxS,8.9,10.0,False,10000,L,DE0000552
DE,ARTESIAN WATER COMPANY,ARTESIAN WATER COMPANY,19701,19701|19702|19707|19711|19713|19720|19804|19805,PFOA,23.1,4.0,True,10000,L,DE0000552
DE,ARTESIAN WATER COMPANY,ARTESIAN WATER COMPANY,19701,19701|19702|19707|19711|19713|19720|19804|19805,PFOS,6.0,4.0,True,10000,L,DE0000552
DE,BETHANY BAY PUMP DISTRICT,BETHANY BAY PUMP DISTRICT,19939,19939|19945|19967|19970,PFOS,6.1,4.0,True,10000,L,DE0000221
DE,DEWEY BEACH WATER DEPARTMENT,DEWEY BEACH WATER DEPARTMENT,19971,19971,PFBS,5.0,2000.0,False,10000,L,DE0000825
DE,DEWEY BEACH WATER DEPARTMENT,DEWEY BEACH WATER DEPARTMENT,19971,19971,PFHxS,3.5,10.0,False,10000,L,DE0000825
DE,DEWEY BEACH WATER DEPARTMENT,DEWEY BEACH WATER DEPARTMENT,19971,19971,PFOA,11.0,4.0,True,10000,L,DE0000825
DE,GEORGETOWN WATER DEPARTMENT,GEORGETOWN WATER DEPARTMENT,19947,19947,PFBS,7.5,2000.0,False,3300,S,DE0000592
DE,GEORGETOWN WATER DEPARTMENT,GEORGETOWN WATER DEPARTMENT,19947,19947,PFHxS,5.1,10.0,False,3300,S,DE0000592
DE,GEORGETOWN WATER DEPARTMENT,GEORGETOWN WATER DEPARTMENT,19947,19947,PFNA,20.0,10.0,True,3300,S,DE0000592
DE,GEORGETOWN WATER DEPARTMENT,GEORGETOWN WATER DEPARTMENT,19947,19947,PFOA,36.0,4.0,True,3300,S,DE0000592
DE,GEORGETOWN WATER DEPARTMENT,GEORGETOWN WATER DEPARTMENT,19947,19947,PFOS,14.0,4.0,True,3300,S,DE0000592
DE,LEWES BOARD OF PUBLIC WORKS,LEWES BOARD OF PUBLIC WORKS,19958,19958,PFHxS,3.5,10.0,False,3300,S,DE0000602
DE,LEWES BOARD OF PUBLIC WORKS,LEWES BOARD OF PUBLIC WORKS,19958,19958,PFOA,6.1,4.0,True,3300,S,DE0000602
DE,LEWES BOARD OF PUBLIC WORKS,LEWES BOARD OF PUBLIC WORKS,19958,19958,PFOS,9.5,4.0,True,3300,S,DE0000602
DE,"NEWARK WATER DEPARTMENT, DE","NEWARK WATER DEPARTMENT, DE",19711,19711,PFBS,6.6,2000.0,False,10000,L,DE0000630
DE,"NEWARK WATER DEPARTMENT, DE","NEWARK WATER DEPARTMENT, DE",19711,19711,PFHxS,5.5,10.0,False,10000,L,DE0000630
DE,"NEWARK WATER DEPARTMENT, DE","NEWARK WATER DEPARTMENT, DE",19711,19711,PFOA,25.3,4.0,True,10000,L,DE0000630
DE,"NEWARK WATER DEPARTMENT, DE","NEWARK WATER DEPARTMENT, DE",19711,19711,PFOS,7.5,4.0,True,10000,L,DE0000630
